ags,plz,ort,kreis,bundesland,lat_kreis,lon_kreis
10041100,66111,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66113,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66115,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66117,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66119,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66121,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66123,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66125,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66126,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66127,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66128,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66129,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66130,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66131,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66132,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041100,66133,Saarbrücken,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041511,66299,Friedrichsthal,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041512,66352,Großrosseln,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041513,66265,Heusweiler,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041514,66271,Kleinblittersdorf,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041515,66346,Püttlingen,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041516,66287,Quierschied,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041517,66292,Riegelsberg,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041518,66280,Sulzbach/Saar,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10041519,66333,Völklingen,Regionalverband Saarbrücken,Saarland,49.24476,6.971663
10042111,66701,Beckingen,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042112,66679,Losheim am See,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042113,66663,Merzig,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042114,66693,Mettlach,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042115,66706,Perl,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042116,66687,Wadern,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10042117,66709,Weiskirchen,Landkreis Merzig-Wadern,Saarland,49.49261,6.633694
10043111,66571,Eppelborn,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043112,66557,Illingen,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043113,66589,Merchweiler,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043114,66538,Neunkirchen,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043114,66539,Neunkirchen,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043114,66540,Neunkirchen,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043115,66564,Ottweiler,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043116,66578,Schiffweiler,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10043117,66583,Spiesen-Elversberg,Landkreis Neunkirchen,Saarland,49.36331,7.0901694
10044111,66763,Dillingen/Saar,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044112,66822,Lebach,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044113,66809,Nalbach,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044114,66780,Rehlingen-Siersburg,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044115,66740,Saarlouis,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044116,66793,Saarwellingen,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044117,66839,Schmelz,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044118,66773,Schwalbach,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044119,66802,Überherrn,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044120,66787,Wadgassen,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044121,66798,Wallerfangen,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044122,66359,Bous,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10044123,66806,Ensdorf/Saar,Landkreis Saarlouis,Saarland,49.358463,6.7509723
10045111,66450,Bexbach,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045112,66440,Blieskastel,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045113,66453,Gersheim,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045114,66424,Homburg,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045115,66459,Kirkel,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045116,66399,Mandelbachtal,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10045117,66386,Sankt Ingbert,Saarpfalz-Kreis,Saarland,49.261375,7.1982317
10046111,66629,Freisen,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046112,66646,Marpingen,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046113,66640,Namborn,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046114,66625,Nohfelden,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046115,66620,Nonnweiler,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046116,66649,Oberthal,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046117,66606,Sankt Wendel,Landkreis St. Wendel,Saarland,49.52427,7.13221
10046118,66636,Tholey,Landkreis St. Wendel,Saarland,49.52427,7.13221
11000000,10115,Berlin,,Berlin,52.510864,13.398942
11000000,10117,Berlin,,Berlin,52.510864,13.398942
11000000,10119,Berlin,,Berlin,52.510864,13.398942
11000000,10178,Berlin,,Berlin,52.510864,13.398942
11000000,10179,Berlin,,Berlin,52.510864,13.398942
11000000,10243,Berlin,,Berlin,52.510864,13.398942
11000000,10245,Berlin,,Berlin,52.510864,13.398942
11000000,10247,Berlin,,Berlin,52.510864,13.398942
11000000,10249,Berlin,,Berlin,52.510864,13.398942
11000000,10315,Berlin,,Berlin,52.510864,13.398942
11000000,10317,Berlin,,Berlin,52.510864,13.398942
11000000,10318,Berlin,,Berlin,52.510864,13.398942
11000000,10319,Berlin,,Berlin,52.510864,13.398942
11000000,10365,Berlin,,Berlin,52.510864,13.398942
11000000,10367,Berlin,,Berlin,52.510864,13.398942
11000000,10369,Berlin,,Berlin,52.510864,13.398942
11000000,10405,Berlin,,Berlin,52.510864,13.398942
11000000,10407,Berlin,,Berlin,52.510864,13.398942
11000000,10409,Berlin,,Berlin,52.510864,13.398942
11000000,10435,Berlin,,Berlin,52.510864,13.398942
11000000,10437,Berlin,,Berlin,52.510864,13.398942
11000000,10439,Berlin,,Berlin,52.510864,13.398942
11000000,10551,Berlin,,Berlin,52.510864,13.398942
11000000,10553,Berlin,,Berlin,52.510864,13.398942
11000000,10555,Berlin,,Berlin,52.510864,13.398942
11000000,10557,Berlin,,Berlin,52.510864,13.398942
11000000,10559,Berlin,,Berlin,52.510864,13.398942
11000000,10585,Berlin,,Berlin,52.510864,13.398942
11000000,10587,Berlin,,Berlin,52.510864,13.398942
11000000,10589,Berlin,,Berlin,52.510864,13.398942
11000000,10623,Berlin,,Berlin,52.510864,13.398942
11000000,10625,Berlin,,Berlin,52.510864,13.398942
11000000,10627,Berlin,,Berlin,52.510864,13.398942
11000000,10629,Berlin,,Berlin,52.510864,13.398942
11000000,10707,Berlin,,Berlin,52.510864,13.398942
11000000,10709,Berlin,,Berlin,52.510864,13.398942
11000000,10711,Berlin,,Berlin,52.510864,13.398942
11000000,10713,Berlin,,Berlin,52.510864,13.398942
11000000,10715,Berlin,,Berlin,52.510864,13.398942
11000000,10717,Berlin,,Berlin,52.510864,13.398942
11000000,10719,Berlin,,Berlin,52.510864,13.398942
11000000,10777,Berlin,,Berlin,52.510864,13.398942
11000000,10779,Berlin,,Berlin,52.510864,13.398942
11000000,10781,Berlin,,Berlin,52.510864,13.398942
11000000,10783,Berlin,,Berlin,52.510864,13.398942
11000000,10785,Berlin,,Berlin,52.510864,13.398942
11000000,10787,Berlin,,Berlin,52.510864,13.398942
11000000,10789,Berlin,,Berlin,52.510864,13.398942
11000000,10823,Berlin,,Berlin,52.510864,13.398942
11000000,10825,Berlin,,Berlin,52.510864,13.398942
11000000,10827,Berlin,,Berlin,52.510864,13.398942
11000000,10829,Berlin,,Berlin,52.510864,13.398942
11000000,10961,Berlin,,Berlin,52.510864,13.398942
11000000,10963,Berlin,,Berlin,52.510864,13.398942
11000000,10965,Berlin,,Berlin,52.510864,13.398942
11000000,10967,Berlin,,Berlin,52.510864,13.398942
11000000,10969,Berlin,,Berlin,52.510864,13.398942
11000000,10997,Berlin,,Berlin,52.510864,13.398942
11000000,10999,Berlin,,Berlin,52.510864,13.398942
11000000,12043,Berlin,,Berlin,52.510864,13.398942
11000000,12045,Berlin,,Berlin,52.510864,13.398942
11000000,12047,Berlin,,Berlin,52.510864,13.398942
11000000,12049,Berlin,,Berlin,52.510864,13.398942
11000000,12051,Berlin,,Berlin,52.510864,13.398942
11000000,12053,Berlin,,Berlin,52.510864,13.398942
11000000,12055,Berlin,,Berlin,52.510864,13.398942
11000000,12057,Berlin,,Berlin,52.510864,13.398942
11000000,12059,Berlin,,Berlin,52.510864,13.398942
11000000,12099,Berlin,,Berlin,52.510864,13.398942
11000000,12101,Berlin,,Berlin,52.510864,13.398942
11000000,12103,Berlin,,Berlin,52.510864,13.398942
11000000,12105,Berlin,,Berlin,52.510864,13.398942
11000000,12107,Berlin,,Berlin,52.510864,13.398942
11000000,12109,Berlin,,Berlin,52.510864,13.398942
11000000,12157,Berlin,,Berlin,52.510864,13.398942
11000000,12159,Berlin,,Berlin,52.510864,13.398942
11000000,12161,Berlin,,Berlin,52.510864,13.398942
11000000,12163,Berlin,,Berlin,52.510864,13.398942
11000000,12165,Berlin,,Berlin,52.510864,13.398942
11000000,12167,Berlin,,Berlin,52.510864,13.398942
11000000,12169,Berlin,,Berlin,52.510864,13.398942
11000000,12203,Berlin,,Berlin,52.510864,13.398942
11000000,12205,Berlin,,Berlin,52.510864,13.398942
11000000,12207,Berlin,,Berlin,52.510864,13.398942
11000000,12209,Berlin,,Berlin,52.510864,13.398942
11000000,12247,Berlin,,Berlin,52.510864,13.398942
11000000,12249,Berlin,,Berlin,52.510864,13.398942
11000000,12277,Berlin,,Berlin,52.510864,13.398942
11000000,12279,Berlin,,Berlin,52.510864,13.398942
11000000,12305,Berlin,,Berlin,52.510864,13.398942
11000000,12307,Berlin,,Berlin,52.510864,13.398942
11000000,12309,Berlin,,Berlin,52.510864,13.398942
11000000,12347,Berlin,,Berlin,52.510864,13.398942
11000000,12349,Berlin,,Berlin,52.510864,13.398942
11000000,12351,Berlin,,Berlin,52.510864,13.398942
11000000,12353,Berlin,,Berlin,52.510864,13.398942
11000000,12355,Berlin,,Berlin,52.510864,13.398942
11000000,12357,Berlin,,Berlin,52.510864,13.398942
11000000,12359,Berlin,,Berlin,52.510864,13.398942
11000000,12435,Berlin,,Berlin,52.510864,13.398942
11000000,12437,Berlin,,Berlin,52.510864,13.398942
11000000,12439,Berlin,,Berlin,52.510864,13.398942
11000000,12459,Berlin,,Berlin,52.510864,13.398942
11000000,12487,Berlin,,Berlin,52.510864,13.398942
11000000,12489,Berlin,,Berlin,52.510864,13.398942
11000000,12524,Berlin,,Berlin,52.510864,13.398942
11000000,12526,Berlin,,Berlin,52.510864,13.398942
11000000,12527,Berlin,,Berlin,52.510864,13.398942
11000000,12555,Berlin,,Berlin,52.510864,13.398942
11000000,12557,Berlin,,Berlin,52.510864,13.398942
11000000,12559,Berlin,,Berlin,52.510864,13.398942
11000000,12587,Berlin,,Berlin,52.510864,13.398942
11000000,12589,Berlin,,Berlin,52.510864,13.398942
11000000,12619,Berlin,,Berlin,52.510864,13.398942
11000000,12621,Berlin,,Berlin,52.510864,13.398942
11000000,12623,Berlin,,Berlin,52.510864,13.398942
11000000,12627,Berlin,,Berlin,52.510864,13.398942
11000000,12629,Berlin,,Berlin,52.510864,13.398942
11000000,12679,Berlin,,Berlin,52.510864,13.398942
11000000,12681,Berlin,,Berlin,52.510864,13.398942
11000000,12683,Berlin,,Berlin,52.510864,13.398942
11000000,12685,Berlin,,Berlin,52.510864,13.398942
11000000,12687,Berlin,,Berlin,52.510864,13.398942
11000000,12689,Berlin,,Berlin,52.510864,13.398942
11000000,13051,Berlin,,Berlin,52.510864,13.398942
11000000,13053,Berlin,,Berlin,52.510864,13.398942
11000000,13055,Berlin,,Berlin,52.510864,13.398942
11000000,13057,Berlin,,Berlin,52.510864,13.398942
11000000,13059,Berlin,,Berlin,52.510864,13.398942
11000000,13086,Berlin,,Berlin,52.510864,13.398942
11000000,13088,Berlin,,Berlin,52.510864,13.398942
11000000,13089,Berlin,,Berlin,52.510864,13.398942
11000000,13125,Berlin,,Berlin,52.510864,13.398942
11000000,13127,Berlin,,Berlin,52.510864,13.398942
11000000,13129,Berlin,,Berlin,52.510864,13.398942
11000000,13156,Berlin,,Berlin,52.510864,13.398942
11000000,13158,Berlin,,Berlin,52.510864,13.398942
11000000,13159,Berlin,,Berlin,52.510864,13.398942
11000000,13187,Berlin,,Berlin,52.510864,13.398942
11000000,13189,Berlin,,Berlin,52.510864,13.398942
11000000,13347,Berlin,,Berlin,52.510864,13.398942
11000000,13349,Berlin,,Berlin,52.510864,13.398942
11000000,13351,Berlin,,Berlin,52.510864,13.398942
11000000,13353,Berlin,,Berlin,52.510864,13.398942
11000000,13355,Berlin,,Berlin,52.510864,13.398942
11000000,13357,Berlin,,Berlin,52.510864,13.398942
11000000,13359,Berlin,,Berlin,52.510864,13.398942
11000000,13403,Berlin,,Berlin,52.510864,13.398942
11000000,13405,Berlin,,Berlin,52.510864,13.398942
11000000,13407,Berlin,,Berlin,52.510864,13.398942
11000000,13409,Berlin,,Berlin,52.510864,13.398942
11000000,13435,Berlin,,Berlin,52.510864,13.398942
11000000,13437,Berlin,,Berlin,52.510864,13.398942
11000000,13439,Berlin,,Berlin,52.510864,13.398942
11000000,13465,Berlin,,Berlin,52.510864,13.398942
11000000,13467,Berlin,,Berlin,52.510864,13.398942
11000000,13469,Berlin,,Berlin,52.510864,13.398942
11000000,13503,Berlin,,Berlin,52.510864,13.398942
11000000,13505,Berlin,,Berlin,52.510864,13.398942
11000000,13507,Berlin,,Berlin,52.510864,13.398942
11000000,13509,Berlin,,Berlin,52.510864,13.398942
11000000,13581,Berlin,,Berlin,52.510864,13.398942
11000000,13583,Berlin,,Berlin,52.510864,13.398942
11000000,13585,Berlin,,Berlin,52.510864,13.398942
11000000,13587,Berlin,,Berlin,52.510864,13.398942
11000000,13589,Berlin,,Berlin,52.510864,13.398942
11000000,13591,Berlin,,Berlin,52.510864,13.398942
11000000,13593,Berlin,,Berlin,52.510864,13.398942
11000000,13595,Berlin,,Berlin,52.510864,13.398942
11000000,13597,Berlin,,Berlin,52.510864,13.398942
11000000,13599,Berlin,,Berlin,52.510864,13.398942
11000000,13627,Berlin,,Berlin,52.510864,13.398942
11000000,13629,Berlin,,Berlin,52.510864,13.398942
11000000,14050,Berlin,,Berlin,52.510864,13.398942
11000000,14052,Berlin,,Berlin,52.510864,13.398942
11000000,14053,Berlin,,Berlin,52.510864,13.398942
11000000,14055,Berlin,,Berlin,52.510864,13.398942
11000000,14057,Berlin,,Berlin,52.510864,13.398942
11000000,14059,Berlin,,Berlin,52.510864,13.398942
11000000,14089,Berlin,,Berlin,52.510864,13.398942
11000000,14109,Berlin,,Berlin,52.510864,13.398942
11000000,14129,Berlin,,Berlin,52.510864,13.398942
11000000,14163,Berlin,,Berlin,52.510864,13.398942
11000000,14165,Berlin,,Berlin,52.510864,13.398942
11000000,14167,Berlin,,Berlin,52.510864,13.398942
11000000,14169,Berlin,,Berlin,52.510864,13.398942
11000000,14193,Berlin,,Berlin,52.510864,13.398942
11000000,14195,Berlin,,Berlin,52.510864,13.398942
11000000,14197,Berlin,,Berlin,52.510864,13.398942
11000000,14199,Berlin,,Berlin,52.510864,13.398942
12051000,14770,Brandenburg an der Havel,,Brandenburg,52.410828,12.549793
12051000,14772,Brandenburg an der Havel,,Brandenburg,52.410828,12.549793
12051000,14774,Brandenburg an der Havel,,Brandenburg,52.410828,12.549793
12051000,14776,Brandenburg an der Havel,,Brandenburg,52.410828,12.549793
12052000,03042,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03044,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03046,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03048,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03050,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03051,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03052,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03053,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03054,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12052000,03055,Cottbus - Chóśebuz,,Brandenburg,51.756744,14.335731
12053000,15230,Frankfurt (Oder),,Brandenburg,52.34123,14.549452
12053000,15232,Frankfurt (Oder),,Brandenburg,52.34123,14.549452
12053000,15234,Frankfurt (Oder),,Brandenburg,52.34123,14.549452
12053000,15236,Frankfurt (Oder),,Brandenburg,52.34123,14.549452
12054000,14467,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14469,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14471,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14473,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14476,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14478,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14480,Potsdam,,Brandenburg,52.400932,13.059139
12054000,14482,Potsdam,,Brandenburg,52.400932,13.059139
12060005,16356,Ahrensfelde,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060012,16247,Althüttendorf,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060020,16321,Bernau,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060024,16359,Biesenthal,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060034,16230,Breydin,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060036,16230,Britz,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060045,16230,Chorin,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060052,16225,Eberswalde,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060052,16227,Eberswalde,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060068,16247,Friedrichswalde,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060092,16248,Hohenfinow,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060100,16247,Joachimsthal,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060128,16248,Liepe,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060149,16248,Lunow-Stolzenhagen,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060154,16348,Marienwerder,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060161,16230,Melchow,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060172,16248,Niederfinow,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060176,16248,Oderberg,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060181,16341,Panketal,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060185,16248,Parsteinsee,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060192,16321,Rüdnitz,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060198,16244,Schorfheide,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060250,16230,Sydower Fließ,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060269,16348,Wandlitz,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060280,16356,Werneuchen,Landkreis Barnim,Brandenburg,52.801933,13.677194
12060296,16247,Ziethen,Landkreis Barnim,Brandenburg,52.801933,13.677194
12061005,15913,Alt Zauche-Wußwerk,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061017,15910,Bersteland,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061020,15741,Bestensee,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061061,15913,Byhleguhre-Byhlen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061097,15938,Drahnsdorf,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061112,15732,Eichwalde,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061164,15938,Golßen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061192,15746,Groß Köris,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061216,15757,Halbe,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061217,15754,Heidesee,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061219,15926,Heideblick,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061224,15868,Jamlitz,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061244,15938,Kasel-Golzig,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061260,15711,Königs Wusterhausen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061260,15712,Königs Wusterhausen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061260,15713,Königs Wusterhausen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061265,15910,Krausnick-Groß Wasserburg,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061308,15868,Lieberose,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061316,15907,Lübben (Spreewald),Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061320,15926,Luckau,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061328,15748,Märkisch Buchholz,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061329,15913,Märkische Heide,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061332,15749,Mittenwalde,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061344,15748,Münchehofe,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061352,15913,Neu Zauche,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061405,15910,Rietzneuendorf-Staakow,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061428,15910,Schlepzig,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061433,12529,Schönefeld,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061435,15910,Schönwald,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061444,15732,Schulzendorf,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061448,15755,Schwerin,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061450,15913,Schwielochsee,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061470,15913,Spreewaldheide,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061471,15938,Steinreich,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061476,15913,Straupitz,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061492,15755,Teupitz,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061510,15910,Unterspreewald,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061540,15745,Wildau,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12061572,15738,Zeuthen,Landkreis Dahme-Spreewald,Brandenburg,52.07391,13.866792
12062024,04895,Bad Liebenwerda,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062024,04924,Bad Liebenwerda,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062024,04931,Bad Liebenwerda,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062088,03246,Crinitz,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062092,03253,Doberlug-Kirchhain,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062124,04910,Elsterwerda,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062128,04895,Falkenberg/Elster,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062134,04936,Fichtwald,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062140,03238,Finsterwalde,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062177,03238,Gorden-Staupitz,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062196,04932,Gröden,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062208,04932,Großthiemig,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062219,03238,Heideland,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062224,04916,Herzberg (Elster),Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062232,04932,Hirschfeld,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062237,04936,Hohenbucko,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062240,04934,Hohenleipisch,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062282,04916,Kremitzaue,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062282,04936,Kremitzaue,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062289,04936,Lebusa,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062293,03238,Lichterfeld-Schacksdorf,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062333,03238,Massen-Niederlausitz,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062333,03246,Massen-Niederlausitz,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062336,04932,Merzdorf,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062341,04895,Mühlberg/Elbe,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062341,04931,Mühlberg/Elbe,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062372,04928,Plessa,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062410,04932,Röderland,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062417,03238,Rückersdorf,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062425,03238,Sallgast,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062440,03253,Schilda,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062445,04936,Schlieben,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062453,03253,Schönborn,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062461,04916,Schönewalde,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062464,04928,Schraden,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062469,03249,Sonnewalde,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062492,03253,Tröbitz,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062500,04895,Uebigau-Wahrenbrück,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
