ags,plz,ort,kreis,bundesland,lat_kreis,lon_kreis
09274119,84092,Bayerbach b. Ergoldsbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274120,84155,Bodenkirchen,Landkreis Landshut,Bayern,48.54456,12.307343
09274121,84172,Buch am Erlbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274124,84174,Eching,Landkreis Landshut,Bayern,48.54456,12.307343
09274126,84030,Ergolding,Landkreis Landshut,Bayern,48.54456,12.307343
09274127,84061,Ergoldsbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274128,84051,Essenbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274132,84095,Furth,Landkreis Landshut,Bayern,48.54456,12.307343
09274134,84144,Geisenhausen,Landkreis Landshut,Bayern,48.54456,12.307343
09274135,84175,Gerzen,Landkreis Landshut,Bayern,48.54456,12.307343
09274141,84098,Hohenthann,Landkreis Landshut,Bayern,48.54456,12.307343
09274145,84178,Kröning,Landkreis Landshut,Bayern,48.54456,12.307343
09274146,84036,Kumhausen,Landkreis Landshut,Bayern,48.54456,12.307343
09274153,84088,Neufahrn in Niederbayern,Landkreis Landshut,Bayern,48.54456,12.307343
09274154,84181,Neufraunhofen,Landkreis Landshut,Bayern,48.54456,12.307343
09274156,84100,Niederaichbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274165,84101,Obersüßbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274172,84076,Pfeffenhausen,Landkreis Landshut,Bayern,48.54456,12.307343
09274174,84103,Postau,Landkreis Landshut,Bayern,48.54456,12.307343
09274176,84056,Rottenburg a. d. Laaber,Landkreis Landshut,Bayern,48.54456,12.307343
09274179,84175,Schalkham,Landkreis Landshut,Bayern,48.54456,12.307343
09274182,84184,Tiefenbach,Landkreis Landshut,Bayern,48.54456,12.307343
09274183,84149,Velden,Landkreis Landshut,Bayern,48.54456,12.307343
09274184,84137,Vilsbiburg,Landkreis Landshut,Bayern,48.54456,12.307343
09274185,84186,Vilsheim,Landkreis Landshut,Bayern,48.54456,12.307343
09274187,84107,Weihmichl,Landkreis Landshut,Bayern,48.54456,12.307343
09274188,84187,Weng,Landkreis Landshut,Bayern,48.54456,12.307343
09274191,84109,Wörth a.d. Isar,Landkreis Landshut,Bayern,48.54456,12.307343
09274193,84189,Wurmsham,Landkreis Landshut,Bayern,48.54456,12.307343
09274194,84079,Bruckberg,Landkreis Landshut,Bayern,48.54456,12.307343
09275111,94529,Aicha vorm Wald,Landkreis Passau,Bayern,48.52738,13.270273
09275112,94501,Aidenbach,Landkreis Passau,Bayern,48.52738,13.270273
09275114,94501,Aldersbach,Landkreis Passau,Bayern,48.52738,13.270273
09275116,94072,Bad Füssing,Landkreis Passau,Bayern,48.52738,13.270273
09275117,94501,Beutelsbach,Landkreis Passau,Bayern,48.52738,13.270273
09275118,94139,Breitenberg,Landkreis Passau,Bayern,48.52738,13.270273
09275119,94124,Büchlberg,Landkreis Passau,Bayern,48.52738,13.270273
09275120,94535,Eging a.See,Landkreis Passau,Bayern,48.52738,13.270273
09275121,94538,Fürstenstein,Landkreis Passau,Bayern,48.52738,13.270273
09275122,94081,Fürstenzell,Landkreis Passau,Bayern,48.52738,13.270273
09275124,94086,Bad Griesbach i.Rottal,Landkreis Passau,Bayern,48.52738,13.270273
09275125,94501,Haarbach,Landkreis Passau,Bayern,48.52738,13.270273
09275125,94542,Haarbach,Landkreis Passau,Bayern,48.52738,13.270273
09275126,94051,Hauzenberg,Landkreis Passau,Bayern,48.52738,13.270273
09275127,94544,Hofkirchen,Landkreis Passau,Bayern,48.52738,13.270273
09275128,94116,Hutthurm,Landkreis Passau,Bayern,48.52738,13.270273
09275130,94148,Kirchham,Landkreis Passau,Bayern,48.52738,13.270273
09275131,94149,Kößlarn,Landkreis Passau,Bayern,48.52738,13.270273
09275132,94094,Malching,Landkreis Passau,Bayern,48.52738,13.270273
09275133,94036,Neuburg a.Inn,Landkreis Passau,Bayern,48.52738,13.270273
09275133,94127,Neuburg a.Inn,Landkreis Passau,Bayern,48.52738,13.270273
09275134,94152,Neuhaus am Inn,Landkreis Passau,Bayern,48.52738,13.270273
09275135,94154,Neukirchen vorm Wald,Landkreis Passau,Bayern,48.52738,13.270273
09275137,94107,Obernzell,Landkreis Passau,Bayern,48.52738,13.270273
09275137,94130,Obernzell,Landkreis Passau,Bayern,48.52738,13.270273
09275138,94496,Ortenburg,Landkreis Passau,Bayern,48.52738,13.270273
09275141,94060,Pocking,Landkreis Passau,Bayern,48.52738,13.270273
09275143,94094,Rotthalmünster,Landkreis Passau,Bayern,48.52738,13.270273
09275144,94161,Ruderting,Landkreis Passau,Bayern,48.52738,13.270273
09275145,94099,Ruhstorf a.d.Rott,Landkreis Passau,Bayern,48.52738,13.270273
09275146,94121,Salzweg,Landkreis Passau,Bayern,48.52738,13.270273
09275148,94164,Sonnen,Landkreis Passau,Bayern,48.52738,13.270273
09275149,94167,Tettenweis,Landkreis Passau,Bayern,48.52738,13.270273
09275150,94136,Thyrnau,Landkreis Passau,Bayern,48.52738,13.270273
09275151,94113,Tiefenbach,Landkreis Passau,Bayern,48.52738,13.270273
09275152,94104,Tittling,Landkreis Passau,Bayern,48.52738,13.270273
09275153,94107,Untergriesbach,Landkreis Passau,Bayern,48.52738,13.270273
09275154,94474,Vilshofen an der Donau,Landkreis Passau,Bayern,48.52738,13.270273
09275156,94110,Wegscheid,Landkreis Passau,Bayern,48.52738,13.270273
09275159,94575,Windorf,Landkreis Passau,Bayern,48.52738,13.270273
09275160,94104,Witzmannsberg,Landkreis Passau,Bayern,48.52738,13.270273
09276111,94250,Achslach,Landkreis Regen,Bayern,49.015213,13.115395
09276113,93471,Arnbruck,Landkreis Regen,Bayern,49.015213,13.115395
09276115,94252,Bayerisch Eisenstein,Landkreis Regen,Bayern,49.015213,13.115395
09276116,94253,Bischofsmais,Landkreis Regen,Bayern,49.015213,13.115395
09276117,94249,Bodenmais,Landkreis Regen,Bayern,49.015213,13.115395
09276118,94255,Böbrach,Landkreis Regen,Bayern,49.015213,13.115395
09276120,94256,Drachselsried,Landkreis Regen,Bayern,49.015213,13.115395
09276121,94258,Frauenau,Landkreis Regen,Bayern,49.015213,13.115395
09276122,94244,Geiersthal,Landkreis Regen,Bayern,49.015213,13.115395
09276123,94239,Gotteszell,Landkreis Regen,Bayern,49.015213,13.115395
09276126,94259,Kirchberg i.Wald,Landkreis Regen,Bayern,49.015213,13.115395
09276127,94261,Kirchdorf i.Wald,Landkreis Regen,Bayern,49.015213,13.115395
09276128,94262,Kollnburg,Landkreis Regen,Bayern,49.015213,13.115395
09276129,94264,Langdorf,Landkreis Regen,Bayern,49.015213,13.115395
09276130,94227,Lindberg,Landkreis Regen,Bayern,49.015213,13.115395
09276134,94265,Patersdorf,Landkreis Regen,Bayern,49.015213,13.115395
09276135,94267,Prackenbach,Landkreis Regen,Bayern,49.015213,13.115395
09276138,94209,Regen,Landkreis Regen,Bayern,49.015213,13.115395
09276139,94269,Rinchnach,Landkreis Regen,Bayern,49.015213,13.115395
09276142,94239,Ruhmannsfelden,Landkreis Regen,Bayern,49.015213,13.115395
09276143,94244,Teisnach,Landkreis Regen,Bayern,49.015213,13.115395
09276144,94234,Viechtach,Landkreis Regen,Bayern,49.015213,13.115395
09276146,94239,Zachenberg,Landkreis Regen,Bayern,49.015213,13.115395
09276148,94227,Zwiesel,Landkreis Regen,Bayern,49.015213,13.115395
09277111,94424,Arnstorf,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277112,94137,Bayerbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277113,84364,Bad Birnbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277114,84378,Dietersburg,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277116,84307,Eggenfelden,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277117,84385,Egglham,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277118,94140,Ering,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277119,84326,Falkenberg,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277121,84140,Gangkofen,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277122,84552,Geratskirchen,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277124,84332,Hebertsfelden,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277126,84381,Johanniskirchen,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277127,84387,Julbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277128,84375,Kirchdorf a.Inn,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277131,84333,Malgersdorf,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277133,84323,Massing,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277134,84335,Mitterskirchen,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277138,84347,Pfarrkirchen,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277139,84389,Postmünster,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277140,84367,Reut,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277141,84326,Rimbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277142,94439,Roßbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277144,84337,Schönau,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277145,84359,Simbach,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277147,94166,Stubenberg,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277148,84367,Tann,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277149,84371,Triftern,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277151,84339,Unterdietfurt,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277152,84384,Wittibreut,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277153,84329,Wurmannsquick,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09277154,84367,Zeilarn,Landkreis Rottal-Inn,Bayern,48.41186,12.845996
09278112,94345,Aholfing,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278113,94330,Aiterhofen,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278116,94347,Ascha,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278117,94348,Atting,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278118,94327,Bogen,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278120,94350,Falkenfels,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278121,94351,Feldkirchen,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278123,94333,Geiselhöring,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278129,94353,Haibach,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278134,94354,Haselbach,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278139,94336,Hunderdorf,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278140,94342,Irlbach,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278141,94356,Kirchroth,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278143,94357,Konzell,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278144,84082,Laberweinting,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278146,94339,Leiblfing,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278147,94359,Loitzendorf,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278148,84066,Mallersdorf-Pfaffenberg,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278149,94553,Mariaposching,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278151,94360,Mitterfels,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278154,94362,Neukirchen,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278159,94559,Niederwinkling,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278167,94363,Oberschneiding,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278170,94365,Parkstetten,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278171,94366,Perasdorf,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278172,94368,Perkam,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278177,94369,Rain,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278178,94371,Rattenberg,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278179,94372,Rattiszell,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278182,94330,Salching,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278184,94379,Sankt Englmar,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278187,94374,Schwarzach,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278189,94375,Stallwang,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278190,94377,Steinach,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278192,94342,Straßkirchen,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278197,94344,Wiesenfelden,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09278198,94336,Windberg,Landkreis Straubing-Bogen,Bayern,48.91762,12.716521
09279112,84130,Dingolfing,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279113,94428,Eichendorf,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279115,84160,Frontenhausen,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279116,84177,Gottfrieding,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279122,94405,Landau an der Isar,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279124,84180,Loiching,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279125,94437,Mamming,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279126,84163,Marklkofen,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279127,84152,Mengkofen,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279128,84164,Moosthenning,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279130,84183,Niederviehbach,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279132,94431,Pilsting,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279134,94419,Reisbach,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279135,94436,Simbach,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09279137,94522,Wallersdorf,Landkreis Dingolfing-Landau,Bayern,48.639366,12.661735
09361000,92224,Amberg,,Bayern,49.44542,11.858728
09362000,93047,Regensburg,,Bayern,49.019535,12.0974865
09362000,93049,Regensburg,,Bayern,49.019535,12.0974865
09362000,93051,Regensburg,,Bayern,49.019535,12.0974865
09362000,93053,Regensburg,,Bayern,49.019535,12.0974865
09362000,93055,Regensburg,,Bayern,49.019535,12.0974865
09362000,93057,Regensburg,,Bayern,49.019535,12.0974865
09362000,93059,Regensburg,,Bayern,49.019535,12.0974865
09363000,92637,Weiden in der Oberpfalz,,Bayern,49.675274,12.163163
09371111,92260,Ammerthal,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371113,91275,Auerbach in der Oberpfalz,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371116,92262,Birgland,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371118,92263,Ebermannsdorf,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371119,92265,Edelsfeld,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371120,92266,Ensdorf,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371121,92271,Freihung,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371122,92272,Freudenberg,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371123,92274,Gebenbach,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371126,92256,Hahnbach,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371127,92242,Hirschau,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371128,92275,Hirschbach,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371129,92277,Hohenburg,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371131,92278,Illschwang,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371132,92280,Kastl,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371135,92281,Königstein,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371136,92245,Kümmersbruck,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371140,92268,Etzelwang,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371141,92259,Neukirchen bei Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371144,92284,Poppenricht,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371146,92286,Rieden,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371148,92287,Schmidmühlen,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371150,92253,Schnaittenbach,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371151,92237,Sulzbach-Rosenberg,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371154,92289,Ursensollen,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371156,92249,Vilseck,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09371157,91249,Weigendorf,Landkreis Amberg-Sulzbach,Bayern,49.480186,11.783641
09372112,93473,Arnschwang,Landkreis Cham,Bayern,49.259075,12.715576
09372113,93474,Arrach,Landkreis Cham,Bayern,49.259075,12.715576
09372115,93476,Blaibach,Landkreis Cham,Bayern,49.259075,12.715576
09372116,93413,Cham,Landkreis Cham,Bayern,49.259075,12.715576
09372117,93466,Chamerau,Landkreis Cham,Bayern,49.259075,12.715576
09372124,93458,Eschlkam,Landkreis Cham,Bayern,49.259075,12.715576
09372125,93167,Falkenstein,Landkreis Cham,Bayern,49.259075,12.715576
09372126,93437,Furth im Wald,Landkreis Cham,Bayern,49.259075,12.715576
09372128,93477,Gleißenberg,Landkreis Cham,Bayern,49.259075,12.715576
09372130,93479,Grafenwiesen,Landkreis Cham,Bayern,49.259075,12.715576
09372135,93480,Hohenwarth,Landkreis Cham,Bayern,49.259075,12.715576
09372137,93444,Bad Kötzting,Landkreis Cham,Bayern,49.259075,12.715576
09372138,93462,Lam,Landkreis Cham,Bayern,49.259075,12.715576
09372142,93185,Michelsneukirchen,Landkreis Cham,Bayern,49.259075,12.715576
09372143,93468,Miltach,Landkreis Cham,Bayern,49.259075,12.715576
09372144,93453,Neukirchen beim Heiligen Blut,Landkreis Cham,Bayern,49.259075,12.715576
09372146,93482,Pemfling,Landkreis Cham,Bayern,49.259075,12.715576
09372147,93483,Pösing,Landkreis Cham,Bayern,49.259075,12.715576
09372149,93189,Reichenbach,Landkreis Cham,Bayern,49.259075,12.715576
09372150,93191,Rettenbach,Landkreis Cham,Bayern,49.259075,12.715576
09372151,93485,Rimbach,Landkreis Cham,Bayern,49.259075,12.715576
09372153,93426,Roding,Landkreis Cham,Bayern,49.259075,12.715576
09372154,92444,Rötz,Landkreis Cham,Bayern,49.259075,12.715576
09372155,93486,Runding,Landkreis Cham,Bayern,49.259075,12.715576
09372157,93488,Schönthal,Landkreis Cham,Bayern,49.259075,12.715576
09372158,93489,Schorndorf,Landkreis Cham,Bayern,49.259075,12.715576
09372161,93491,Stamsried,Landkreis Cham,Bayern,49.259075,12.715576
09372163,93464,Tiefenbach,Landkreis Cham,Bayern,49.259075,12.715576
09372164,93455,Traitsching,Landkreis Cham,Bayern,49.259075,12.715576
09372165,93492,Treffelstein,Landkreis Cham,Bayern,49.259075,12.715576
09372167,93199,Zell,Landkreis Cham,Bayern,49.259075,12.715576
09372168,93494,Waffenbrunn,Landkreis Cham,Bayern,49.259075,12.715576
09372169,93192,Wald,Landkreis Cham,Bayern,49.259075,12.715576
09372170,93194,Walderbach,Landkreis Cham,Bayern,49.259075,12.715576
09372171,93449,Waldmünchen,Landkreis Cham,Bayern,49.259075,12.715576
09372174,93495,Weiding,Landkreis Cham,Bayern,49.259075,12.715576
09372175,93497,Willmering,Landkreis Cham,Bayern,49.259075,12.715576
09372177,93499,Zandt,Landkreis Cham,Bayern,49.259075,12.715576
09372178,93470,Lohberg,Landkreis Cham,Bayern,49.259075,12.715576
09373112,92334,Berching,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373113,92348,Berg b.Neumarkt i.d.OPf.,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373114,92361,Berngau,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373115,92363,Breitenbrunn,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373119,92364,Deining,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373121,92345,Dietfurt an der Altmühl,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373126,92342,Freystadt,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373134,92366,Hohenfels,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373140,92283,Lauterhofen,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373143,92331,Lupburg,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373146,92360,Mühlhausen,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373147,92318,Neumarkt i.d.OPf.,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373147,92348,Neumarkt i.d.OPf.,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373151,92331,Parsberg,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373153,92367,Pilsach,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373155,92353,Postbauer-Heng,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373156,90602,Pyrbaum,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373159,92369,Sengenthal,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373160,92358,Seubersdorf in der Oberpfalz,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09373167,92355,Velburg,Landkreis Neumarkt in der Oberpfalz,Bayern,49.191986,11.603652
09374111,92665,Altenstadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374117,92676,Eschenbach i.d.OPf.,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374118,92693,Eslarn,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374119,92694,Etzenricht,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374121,92685,Floß,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374122,92696,Flossenbürg,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374123,92697,Georgenberg,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374124,92655,Grafenwöhr,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374127,92699,Irchenrieth,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374128,92665,Kirchendemenreuth,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374129,91281,Kirchenthumbach,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374131,92702,Kohlberg,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374132,92705,Leuchtenberg,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374133,92706,Luhe-Wildenau,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374134,92708,Mantel,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374137,92709,Moosbach,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374139,92660,Neustadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374140,95514,Neustadt am Kulm,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374144,92711,Parkstein,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374146,92712,Pirk,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374147,92714,Pleystein,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374148,92724,Trabitz,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374149,92690,Pressath,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374150,92715,Püchersreuth,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374154,92718,Schirmitz,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374155,95519,Schlammersdorf,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374156,92720,Schwarzenbach,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374157,92676,Speinshart,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374158,92721,Störnstein,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374159,92723,Tännesberg,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374160,92637,Theisseil,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374162,92648,Vohenstrauß,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374163,95519,Vorbach,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374164,92726,Waidhaus,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374165,92727,Waldthurn,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374166,92700,Weiherhammer,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374166,92729,Weiherhammer,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374168,92670,Windischeschenbach,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09374170,92699,Bechtsrieth,Landkreis Neustadt an der Waldnaab,Bayern,49.68009,11.863725
09375113,93087,Alteglofsheim,Landkreis Regensburg,Bayern,48.994114,12.334698
09375114,93177,Altenthann,Landkreis Regensburg,Bayern,48.994114,12.334698
09375115,93089,Aufhausen,Landkreis Regensburg,Bayern,48.994114,12.334698
09375116,93090,Bach an der Donau,Landkreis Regensburg,Bayern,48.994114,12.334698
09375117,93092,Barbing,Landkreis Regensburg,Bayern,48.994114,12.334698
09375118,93176,Beratzhausen,Landkreis Regensburg,Bayern,48.994114,12.334698
09375119,93170,Bernhardswald,Landkreis Regensburg,Bayern,48.994114,12.334698
09375120,93179,Brennberg,Landkreis Regensburg,Bayern,48.994114,12.334698
09375122,93164,Brunn,Landkreis Regensburg,Bayern,48.994114,12.334698
09375127,93180,Deuerling,Landkreis Regensburg,Bayern,48.994114,12.334698
09375130,93093,Donaustauf,Landkreis Regensburg,Bayern,48.994114,12.334698
09375131,93182,Duggendorf,Landkreis Regensburg,Bayern,48.994114,12.334698
09375131,93195,Duggendorf,Landkreis Regensburg,Bayern,48.994114,12.334698
09375143,93095,Hagelstadt,Landkreis Regensburg,Bayern,48.994114,12.334698
09375148,93155,Hemau,Landkreis Regensburg,Bayern,48.994114,12.334698
09375153,93183,Holzheim a.Forst,Landkreis Regensburg,Bayern,48.994114,12.334698
